,county,year,totalPopulation
0,Adams,1990,265709
1,Adams,1991,273620
2,Adams,1992,281386
3,Adams,1993,290782
4,Adams,1994,300793
5,Adams,1995,312587
6,Adams,1996,323039
7,Adams,1997,332750
8,Adams,1998,344025
9,Adams,1999,355309
10,Adams,2000,351734
11,Adams,2001,359441
12,Adams,2002,371182
13,Adams,2003,377669
14,Adams,2004,385940
15,Adams,2005,395381
16,Adams,2006,407588
17,Adams,2007,415917
18,Adams,2008,425134
19,Adams,2009,436321
20,Adams,2010,443711
21,Adams,2011,452207
22,Adams,2012,460544
23,Adams,2013,470000
24,Adams,2014,480071
25,Adams,2015,490559
26,Adams,2016,498002
27,Adams,2017,503894
28,Adams,2018,511704
29,Adams,2019,517881
30,Adams,2020,524263
31,Adams,2021,530110
32,Adams,2022,536155
33,Adams,2023,542213
34,Adams,2024,549838
35,Adams,2025,558030
36,Adams,2026,568454
37,Adams,2027,579299
38,Adams,2028,590229
39,Adams,2029,601225
40,Adams,2030,612288
41,Adams,2031,623401
42,Adams,2032,634542
43,Adams,2033,645705
44,Adams,2034,656646
45,Adams,2035,667563
46,Adams,2036,678428
47,Adams,2037,689234
48,Adams,2038,699973
49,Adams,2039,710624
50,Adams,2040,721184
51,Adams,2041,731640
52,Adams,2042,741996
53,Adams,2043,752250
54,Adams,2044,762409
55,Adams,2045,772481
56,Adams,2046,782488
57,Adams,2047,792440
58,Adams,2048,802344
59,Adams,2049,812222
60,Adams,2050,822079
61,Alamosa,1990,13617
62,Alamosa,1991,13641
63,Alamosa,1992,13572
64,Alamosa,1993,13656
65,Alamosa,1994,13826
66,Alamosa,1995,14103
67,Alamosa,1996,14319
68,Alamosa,1997,14478
69,Alamosa,1998,14621
70,Alamosa,1999,14825
71,Alamosa,2000,15097
72,Alamosa,2001,15230
73,Alamosa,2002,15271
74,Alamosa,2003,15358
75,Alamosa,2004,15412
76,Alamosa,2005,15391
77,Alamosa,2006,15353
78,Alamosa,2007,15294
79,Alamosa,2008,15345
80,Alamosa,2009,15305
81,Alamosa,2010,15474
82,Alamosa,2011,15668
83,Alamosa,2012,15644
84,Alamosa,2013,15748
85,Alamosa,2014,15772
86,Alamosa,2015,15871
87,Alamosa,2016,16037
88,Alamosa,2017,16092
89,Alamosa,2018,16229
90,Alamosa,2019,16179
91,Alamosa,2020,16240
92,Alamosa,2021,16357
93,Alamosa,2022,16554
94,Alamosa,2023,16753
95,Alamosa,2024,16962
96,Alamosa,2025,17187
97,Alamosa,2026,17409
98,Alamosa,2027,17596
99,Alamosa,2028,17766
100,Alamosa,2029,17942
101,Alamosa,2030,18114
102,Alamosa,2031,18287
103,Alamosa,2032,18464
104,Alamosa,2033,18642
105,Alamosa,2034,18816
106,Alamosa,2035,18998
107,Alamosa,2036,19184
108,Alamosa,2037,19367
109,Alamosa,2038,19546
110,Alamosa,2039,19723
111,Alamosa,2040,19895
112,Alamosa,2041,20072
113,Alamosa,2042,20250
114,Alamosa,2043,20417
115,Alamosa,2044,20579
116,Alamosa,2045,20752
117,Alamosa,2046,20909
118,Alamosa,2047,21063
119,Alamosa,2048,21225
120,Alamosa,2049,21391
121,Alamosa,2050,21546
122,Arapahoe,1990,393289
123,Arapahoe,1991,403200
124,Arapahoe,1992,417678
125,Arapahoe,1993,427474
126,Arapahoe,1994,436413
127,Arapahoe,1995,442542
128,Arapahoe,1996,451067
129,Arapahoe,1997,459061
130,Arapahoe,1998,472406
131,Arapahoe,1999,481307
132,Arapahoe,2000,490722
133,Arapahoe,2001,501667
134,Arapahoe,2002,510500
135,Arapahoe,2003,516352
136,Arapahoe,2004,523717
137,Arapahoe,2005,528217
138,Arapahoe,2006,536049
139,Arapahoe,2007,545876
140,Arapahoe,2008,556252
141,Arapahoe,2009,566477
142,Arapahoe,2010,574819
143,Arapahoe,2011,585941
144,Arapahoe,2012,596499
145,Arapahoe,2013,608262
146,Arapahoe,2014,618831
147,Arapahoe,2015,630595
148,Arapahoe,2016,638512
149,Arapahoe,2017,644086
150,Arapahoe,2018,651712
151,Arapahoe,2019,656823
152,Arapahoe,2020,662059
153,Arapahoe,2021,668237
154,Arapahoe,2022,674802
155,Arapahoe,2023,681638
156,Arapahoe,2024,688912
157,Arapahoe,2025,696535
158,Arapahoe,2026,704069
159,Arapahoe,2027,711836
160,Arapahoe,2028,719588
161,Arapahoe,2029,727043
162,Arapahoe,2030,734436
163,Arapahoe,2031,741765
164,Arapahoe,2032,749015
165,Arapahoe,2033,756145
166,Arapahoe,2034,763164
167,Arapahoe,2035,770070
168,Arapahoe,2036,776871
169,Arapahoe,2037,783571
170,Arapahoe,2038,790151
171,Arapahoe,2039,796448
172,Arapahoe,2040,802299
173,Arapahoe,2041,807707
174,Arapahoe,2042,812639
175,Arapahoe,2043,817326
176,Arapahoe,2044,821775
177,Arapahoe,2045,825978
178,Arapahoe,2046,829937
179,Arapahoe,2047,832966
180,Arapahoe,2048,835821
181,Arapahoe,2049,838530
182,Arapahoe,2050,841109
183,Archuleta,1990,5352
184,Archuleta,1991,5624
185,Archuleta,1992,5888
186,Archuleta,1993,6183
187,Archuleta,1994,6538
188,Archuleta,1995,7110
189,Archuleta,1996,7929
190,Archuleta,1997,8528
191,Archuleta,1998,9133
192,Archuleta,1999,9570
193,Archuleta,2000,10042
194,Archuleta,2001,10464
195,Archuleta,2002,10695
196,Archuleta,2003,10965
197,Archuleta,2004,11169
198,Archuleta,2005,11402
199,Archuleta,2006,11800
200,Archuleta,2007,12104
201,Archuleta,2008,12070
202,Archuleta,2009,11900
203,Archuleta,2010,12060
204,Archuleta,2011,12035
205,Archuleta,2012,12151
206,Archuleta,2013,12232
207,Archuleta,2014,12250
208,Archuleta,2015,12409
209,Archuleta,2016,12836
210,Archuleta,2017,13311
211,Archuleta,2018,13737
212,Archuleta,2019,13999
213,Archuleta,2020,14147
214,Archuleta,2021,14295
215,Archuleta,2022,14425
216,Archuleta,2023,14573
217,Archuleta,2024,14724
218,Archuleta,2025,14883
219,Archuleta,2026,15068
220,Archuleta,2027,15329
221,Archuleta,2028,15614
222,Archuleta,2029,15930
223,Archuleta,2030,16285
224,Archuleta,2031,16674
225,Archuleta,2032,17073
226,Archuleta,2033,17478
227,Archuleta,2034,17874
228,Archuleta,2035,18277
229,Archuleta,2036,18673
230,Archuleta,2037,19077
231,Archuleta,2038,19469
232,Archuleta,2039,19865
233,Archuleta,2040,20257
234,Archuleta,2041,20647
235,Archuleta,2042,21033
236,Archuleta,2043,21417
237,Archuleta,2044,21794
238,Archuleta,2045,22171
239,Archuleta,2046,22539
240,Archuleta,2047,22913
241,Archuleta,2048,23277
242,Archuleta,2049,23639
243,Archuleta,2050,24008
244,Baca,1990,4556
245,Baca,1991,4438
246,Baca,1992,4298
247,Baca,1993,4325
248,Baca,1994,4387
249,Baca,1995,4432
250,Baca,1996,4524
251,Baca,1997,4560
252,Baca,1998,4531
253,Baca,1999,4522
254,Baca,2000,4500
255,Baca,2001,4445
256,Baca,2002,4315
257,Baca,2003,4257
258,Baca,2004,4163
259,Baca,2005,4100
260,Baca,2006,4086
261,Baca,2007,3998
262,Baca,2008,3903
263,Baca,2009,3816
264,Baca,2010,3795
265,Baca,2011,3761
266,Baca,2012,3712
267,Baca,2013,3650
268,Baca,2014,3584
269,Baca,2015,3547
270,Baca,2016,3520
271,Baca,2017,3542
272,Baca,2018,3554
273,Baca,2019,3561
274,Baca,2020,3523
275,Baca,2021,3498
276,Baca,2022,3466
277,Baca,2023,3435
278,Baca,2024,3413
279,Baca,2025,3380
280,Baca,2026,3354
281,Baca,2027,3323
282,Baca,2028,3305
283,Baca,2029,3277
284,Baca,2030,3249
285,Baca,2031,3219
286,Baca,2032,3200
287,Baca,2033,3174
288,Baca,2034,3147
289,Baca,2035,3124
290,Baca,2036,3102
291,Baca,2037,3080
292,Baca,2038,3063
293,Baca,2039,3045
294,Baca,2040,3021
295,Baca,2041,3000
296,Baca,2042,2981
297,Baca,2043,2962
298,Baca,2044,2943
299,Baca,2045,2930
300,Baca,2046,2910
301,Baca,2047,2892
302,Baca,2048,2877
303,Baca,2049,2859
304,Baca,2050,2839
305,Bent,1990,5048
306,Bent,1991,4965
307,Bent,1992,5037
308,Bent,1993,5357
309,Bent,1994,5401
310,Bent,1995,5555
311,Bent,1996,5625
312,Bent,1997,5643
313,Bent,1998,6001
314,Bent,1999,6001
315,Bent,2000,5966
316,Bent,2001,5878
317,Bent,2002,6205
318,Bent,2003,6658
319,Bent,2004,6362
320,Bent,2005,6262
321,Bent,2006,6076
322,Bent,2007,5770
323,Bent,2008,6010
324,Bent,2009,6484
325,Bent,2010,6506
326,Bent,2011,6334
327,Bent,2012,5827
328,Bent,2013,5745
329,Bent,2014,5776
330,Bent,2015,5873
331,Bent,2016,5636
332,Bent,2017,5835
333,Bent,2018,5818
334,Bent,2019,5796
335,Bent,2020,5377
336,Bent,2021,5359
337,Bent,2022,5353
338,Bent,2023,5331
339,Bent,2024,5325
340,Bent,2025,5315
341,Bent,2026,5290
342,Bent,2027,5300
343,Bent,2028,5287
344,Bent,2029,5279
345,Bent,2030,5277
346,Bent,2031,5271
347,Bent,2032,5263
348,Bent,2033,5252
349,Bent,2034,5246
350,Bent,2035,5238
351,Bent,2036,5230
352,Bent,2037,5225
353,Bent,2038,5213
354,Bent,2039,5212
355,Bent,2040,5202
356,Bent,2041,5200
357,Bent,2042,5193
358,Bent,2043,5183
359,Bent,2044,5180
360,Bent,2045,5177
361,Bent,2046,5173
362,Bent,2047,5169
363,Bent,2048,5164
364,Bent,2049,5168
365,Bent,2050,5156
366,Boulder,1990,226022
367,Boulder,1991,230977
368,Boulder,1992,238392
369,Boulder,1993,247282
370,Boulder,1994,252726
371,Boulder,1995,257502
372,Boulder,1996,261769
373,Boulder,1997,266064
374,Boulder,1998,274121
375,Boulder,1999,283928
376,Boulder,2000,276254
377,Boulder,2001,283508
378,Boulder,2002,284434
379,Boulder,2003,282761
380,Boulder,2004,283288
381,Boulder,2005,282913
382,Boulder,2006,286134
383,Boulder,2007,288754
384,Boulder,2008,291826
385,Boulder,2009,293641
386,Boulder,2010,295605
387,Boulder,2011,300243
388,Boulder,2012,305314
389,Boulder,2013,310054
390,Boulder,2014,313085
391,Boulder,2015,318934
392,Boulder,2016,322199
393,Boulder,2017,323373
394,Boulder,2018,325629
395,Boulder,2019,327164
396,Boulder,2020,328352
397,Boulder,2021,329410
398,Boulder,2022,330489
399,Boulder,2023,331642
400,Boulder,2024,333473
401,Boulder,2025,335557
402,Boulder,2026,338648
403,Boulder,2027,342309
404,Boulder,2028,345974
405,Boulder,2029,349636
406,Boulder,2030,353075
407,Boulder,2031,356498
408,Boulder,2032,359890
409,Boulder,2033,363247
410,Boulder,2034,366561
411,Boulder,2035,369813
412,Boulder,2036,373013
413,Boulder,2037,376147
414,Boulder,2038,379210
415,Boulder,2039,382196
416,Boulder,2040,385114
417,Boulder,2041,387946
418,Boulder,2042,390692
419,Boulder,2043,393349
420,Boulder,2044,395912
421,Boulder,2045,398376
422,Boulder,2046,400766
423,Boulder,2047,403083
424,Boulder,2048,405332
425,Boulder,2049,407527
426,Boulder,2050,409677
427,Broomfield,1990,0
428,Broomfield,1991,0
429,Broomfield,1992,0
430,Broomfield,1993,0
431,Broomfield,1994,0
432,Broomfield,1995,0
433,Broomfield,1996,0
434,Broomfield,1997,0
435,Broomfield,1998,0
436,Broomfield,1999,0
437,Broomfield,2000,38545
438,Broomfield,2001,41386
439,Broomfield,2002,42430
440,Broomfield,2003,44957
441,Broomfield,2004,46403
442,Broomfield,2005,48250
443,Broomfield,2006,51151
444,Broomfield,2007,53333
445,Broomfield,2008,54399
446,Broomfield,2009,55378
447,Broomfield,2010,56107
448,Broomfield,2011,57381
449,Broomfield,2012,58864
450,Broomfield,2013,60056
451,Broomfield,2014,61670
452,Broomfield,2015,64779
453,Broomfield,2016,66450
454,Broomfield,2017,68180
455,Broomfield,2018,69591
456,Broomfield,2019,70763
457,Broomfield,2020,71877
458,Broomfield,2021,73186
459,Broomfield,2022,75028
460,Broomfield,2023,77043
461,Broomfield,2024,79112
462,Broomfield,2025,81467
463,Broomfield,2026,84025
464,Broomfield,2027,86686
465,Broomfield,2028,88881
466,Broomfield,2029,90577
467,Broomfield,2030,91871
468,Broomfield,2031,92738
469,Broomfield,2032,93326
470,Broomfield,2033,93871
471,Broomfield,2034,94377
472,Broomfield,2035,94830
473,Broomfield,2036,95249
474,Broomfield,2037,95586
475,Broomfield,2038,95864
476,Broomfield,2039,96109
477,Broomfield,2040,96304
478,Broomfield,2041,96446
479,Broomfield,2042,96553
480,Broomfield,2043,96616
481,Broomfield,2044,96634
482,Broomfield,2045,96621
483,Broomfield,2046,96575
484,Broomfield,2047,96534
485,Broomfield,2048,96479
486,Broomfield,2049,96402
487,Broomfield,2050,96319
488,Chaffee,1990,12684
489,Chaffee,1991,12866
490,Chaffee,1992,13119
491,Chaffee,1993,13702
492,Chaffee,1994,14104
493,Chaffee,1995,14659
494,Chaffee,1996,15124
495,Chaffee,1997,15409
496,Chaffee,1998,15528
497,Chaffee,1999,15935
498,Chaffee,2000,16312
499,Chaffee,2001,16411
500,Chaffee,2002,16642
501,Chaffee,2003,16793
502,Chaffee,2004,16943
503,Chaffee,2005,17019
504,Chaffee,2006,16983
505,Chaffee,2007,17234
506,Chaffee,2008,17399
507,Chaffee,2009,17603
508,Chaffee,2010,17797
509,Chaffee,2011,18029
510,Chaffee,2012,18166
511,Chaffee,2013,18328
512,Chaffee,2014,18462
513,Chaffee,2015,18601
514,Chaffee,2016,19115
515,Chaffee,2017,19659
516,Chaffee,2018,20063
517,Chaffee,2019,20364
518,Chaffee,2020,20415
519,Chaffee,2021,20533
520,Chaffee,2022,20681
521,Chaffee,2023,20824
522,Chaffee,2024,20987
523,Chaffee,2025,21166
524,Chaffee,2026,21386
525,Chaffee,2027,21642
526,Chaffee,2028,21897
527,Chaffee,2029,22151
528,Chaffee,2030,22399
529,Chaffee,2031,22645
530,Chaffee,2032,22838
531,Chaffee,2033,23016
532,Chaffee,2034,23184
533,Chaffee,2035,23345
534,Chaffee,2036,23510
535,Chaffee,2037,23666
536,Chaffee,2038,23822
537,Chaffee,2039,23975
538,Chaffee,2040,24124
539,Chaffee,2041,24278
540,Chaffee,2042,24420
541,Chaffee,2043,24570
542,Chaffee,2044,24704
543,Chaffee,2045,24850
544,Chaffee,2046,24995
545,Chaffee,2047,25129
546,Chaffee,2048,25273
547,Chaffee,2049,25420
548,Chaffee,2050,25564
549,Cheyenne,1990,2397
550,Cheyenne,1991,2477
551,Cheyenne,1992,2407
552,Cheyenne,1993,2307
553,Cheyenne,1994,2297
554,Cheyenne,1995,2270
555,Cheyenne,1996,2284
556,Cheyenne,1997,2297
557,Cheyenne,1998,2340
558,Cheyenne,1999,2276
559,Cheyenne,2000,2214
560,Cheyenne,2001,2170
561,Cheyenne,2002,2164
562,Cheyenne,2003,2117
563,Cheyenne,2004,2058
564,Cheyenne,2005,2042
565,Cheyenne,2006,1979
566,Cheyenne,2007,1911
567,Cheyenne,2008,1903
568,Cheyenne,2009,1829
569,Cheyenne,2010,1834
570,Cheyenne,2011,1872
571,Cheyenne,2012,1874
572,Cheyenne,2013,1883
573,Cheyenne,2014,1853
574,Cheyenne,2015,1834
575,Cheyenne,2016,1851
576,Cheyenne,2017,1851
577,Cheyenne,2018,1857
578,Cheyenne,2019,1827
579,Cheyenne,2020,1815
580,Cheyenne,2021,1815
581,Cheyenne,2022,1814
582,Cheyenne,2023,1817
583,Cheyenne,2024,1814
584,Cheyenne,2025,1814
585,Cheyenne,2026,1818
586,Cheyenne,2027,1816
587,Cheyenne,2028,1815
588,Cheyenne,2029,1814
589,Cheyenne,2030,1807
590,Cheyenne,2031,1794
591,Cheyenne,2032,1781
592,Cheyenne,2033,1771
593,Cheyenne,2034,1764
594,Cheyenne,2035,1753
595,Cheyenne,2036,1747
596,Cheyenne,2037,1738
597,Cheyenne,2038,1727
598,Cheyenne,2039,1721
599,Cheyenne,2040,1703
600,Cheyenne,2041,1698
601,Cheyenne,2042,1685
602,Cheyenne,2043,1673
603,Cheyenne,2044,1658
604,Cheyenne,2045,1652
605,Cheyenne,2046,1631
606,Cheyenne,2047,1620
607,Cheyenne,2048,1605
608,Cheyenne,2049,1593
609,Cheyenne,2050,1576
610,Clear Creek,1990,7619
611,Clear Creek,1991,7663
612,Clear Creek,1992,7834
613,Clear Creek,1993,8039
614,Clear Creek,1994,8460
615,Clear Creek,1995,8686
616,Clear Creek,1996,8722
617,Clear Creek,1997,8880
618,Clear Creek,1998,9005
619,Clear Creek,1999,9186
620,Clear Creek,2000,9360
621,Clear Creek,2001,9468
622,Clear Creek,2002,9462
623,Clear Creek,2003,9514
624,Clear Creek,2004,9459
625,Clear Creek,2005,9391
626,Clear Creek,2006,9278
627,Clear Creek,2007,9334
628,Clear Creek,2008,9294
629,Clear Creek,2009,9064
630,Clear Creek,2010,9155
631,Clear Creek,2011,9056
632,Clear Creek,2012,9074
633,Clear Creek,2013,9047
634,Clear Creek,2014,9137
635,Clear Creek,2015,9288
636,Clear Creek,2016,9396
637,Clear Creek,2017,9610
638,Clear Creek,2018,9652
639,Clear Creek,2019,9738
640,Clear Creek,2020,9756
641,Clear Creek,2021,9757
642,Clear Creek,2022,9771
643,Clear Creek,2023,9787
644,Clear Creek,2024,9815
645,Clear Creek,2025,9842
646,Clear Creek,2026,9907
647,Clear Creek,2027,9990
648,Clear Creek,2028,10076
649,Clear Creek,2029,10176
650,Clear Creek,2030,10269
651,Clear Creek,2031,10372
652,Clear Creek,2032,10471
653,Clear Creek,2033,10570
654,Clear Creek,2034,10674
655,Clear Creek,2035,10776
656,Clear Creek,2036,10880
657,Clear Creek,2037,10982
658,Clear Creek,2038,11092
659,Clear Creek,2039,11191
660,Clear Creek,2040,11303
661,Clear Creek,2041,11406
662,Clear Creek,2042,11515
663,Clear Creek,2043,11623
664,Clear Creek,2044,11729
665,Clear Creek,2045,11839
666,Clear Creek,2046,11942
667,Clear Creek,2047,12045
668,Clear Creek,2048,12159
669,Clear Creek,2049,12268
670,Clear Creek,2050,12375
671,Conejos,1990,7453
672,Conejos,1991,7535
673,Conejos,1992,7513
674,Conejos,1993,7641
675,Conejos,1994,7746
676,Conejos,1995,7877
677,Conejos,1996,8021
678,Conejos,1997,8104
679,Conejos,1998,8186
680,Conejos,1999,8313
681,Conejos,2000,8407
682,Conejos,2001,8364
683,Conejos,2002,8388
684,Conejos,2003,8387
685,Conejos,2004,8503
686,Conejos,2005,8499
687,Conejos,2006,8471
688,Conejos,2007,8434
689,Conejos,2008,8383
690,Conejos,2009,8211
691,Conejos,2010,8282
692,Conejos,2011,8262
693,Conejos,2012,8217
694,Conejos,2013,8175
695,Conejos,2014,8201
696,Conejos,2015,8039
697,Conejos,2016,8023
698,Conejos,2017,8117
699,Conejos,2018,8140
700,Conejos,2019,8163
701,Conejos,2020,8141
702,Conejos,2021,8129
703,Conejos,2022,8114
704,Conejos,2023,8101
705,Conejos,2024,8087
706,Conejos,2025,8091
707,Conejos,2026,8092
708,Conejos,2027,8101
709,Conejos,2028,8131
710,Conejos,2029,8138
711,Conejos,2030,8159
712,Conejos,2031,8176
713,Conejos,2032,8201
714,Conejos,2033,8212
715,Conejos,2034,8231
716,Conejos,2035,8251
717,Conejos,2036,8272
718,Conejos,2037,8285
719,Conejos,2038,8297
720,Conejos,2039,8309
721,Conejos,2040,8310
722,Conejos,2041,8323
723,Conejos,2042,8327
724,Conejos,2043,8328
725,Conejos,2044,8331
726,Conejos,2045,8330
727,Conejos,2046,8329
728,Conejos,2047,8326
729,Conejos,2048,8328
730,Conejos,2049,8326
731,Conejos,2050,8323
732,Costilla,1990,3190
733,Costilla,1991,3264
734,Costilla,1992,3196
735,Costilla,1993,3342
736,Costilla,1994,3379
737,Costilla,1995,3521
738,Costilla,1996,3586
739,Costilla,1997,3641
740,Costilla,1998,3708
741,Costilla,1999,3680
742,Costilla,2000,3673
743,Costilla,2001,3740
744,Costilla,2002,3735
745,Costilla,2003,3799
746,Costilla,2004,3802
747,Costilla,2005,3696
748,Costilla,2006,3700
749,Costilla,2007,3677
750,Costilla,2008,3614
751,Costilla,2009,3504
752,Costilla,2010,3532
753,Costilla,2011,3648
754,Costilla,2012,3602
755,Costilla,2013,3550
756,Costilla,2014,3574
757,Costilla,2015,3582
758,Costilla,2016,3709
759,Costilla,2017,3771
760,Costilla,2018,3821
761,Costilla,2019,3870
762,Costilla,2020,3848
763,Costilla,2021,3837
764,Costilla,2022,3822
765,Costilla,2023,3815
766,Costilla,2024,3804
767,Costilla,2025,3793
768,Costilla,2026,3783
769,Costilla,2027,3769
770,Costilla,2028,3768
771,Costilla,2029,3758
772,Costilla,2030,3747
773,Costilla,2031,3743
774,Costilla,2032,3734
775,Costilla,2033,3723
776,Costilla,2034,3717
777,Costilla,2035,3713
778,Costilla,2036,3701
779,Costilla,2037,3696
780,Costilla,2038,3692
781,Costilla,2039,3688
782,Costilla,2040,3681
783,Costilla,2041,3679
784,Costilla,2042,3672
785,Costilla,2043,3671
786,Costilla,2044,3669
787,Costilla,2045,3668
788,Costilla,2046,3674
789,Costilla,2047,3668
790,Costilla,2048,3666
791,Costilla,2049,3672
792,Costilla,2050,3670
793,Crowley,1990,3946
794,Crowley,1991,3974
795,Crowley,1992,4140
796,Crowley,1993,4140
797,Crowley,1994,4213
798,Crowley,1995,4220
799,Crowley,1996,4262
800,Crowley,1997,4299
801,Crowley,1998,4283
802,Crowley,1999,5002
803,Crowley,2000,5128
804,Crowley,2001,5249
805,Crowley,2002,5349
806,Crowley,2003,5161
807,Crowley,2004,5435
808,Crowley,2005,5436
809,Crowley,2006,5708
810,Crowley,2007,5911
811,Crowley,2008,5890
812,Crowley,2009,5800
813,Crowley,2010,5838
814,Crowley,2011,5845
815,Crowley,2012,5429
816,Crowley,2013,5313
817,Crowley,2014,5581
818,Crowley,2015,5595
819,Crowley,2016,5255
820,Crowley,2017,5824
821,Crowley,2018,5937
822,Crowley,2019,6030
823,Crowley,2020,6056
824,Crowley,2021,6062
825,Crowley,2022,6081
826,Crowley,2023,6096
827,Crowley,2024,6115
828,Crowley,2025,6141
829,Crowley,2026,6160
830,Crowley,2027,6189
831,Crowley,2028,6215
832,Crowley,2029,6243
833,Crowley,2030,6265
834,Crowley,2031,6296
835,Crowley,2032,6335
836,Crowley,2033,6367
837,Crowley,2034,6404
838,Crowley,2035,6441
839,Crowley,2036,6475
840,Crowley,2037,6504
841,Crowley,2038,6536
842,Crowley,2039,6571
843,Crowley,2040,6604
844,Crowley,2041,6619
845,Crowley,2042,6632
846,Crowley,2043,6642
847,Crowley,2044,6663
848,Crowley,2045,6667
849,Crowley,2046,6685
850,Crowley,2047,6693
851,Crowley,2048,6707
852,Crowley,2049,6710
853,Crowley,2050,6728
854,Custer,1990,1926
855,Custer,1991,2010
856,Custer,1992,2139
857,Custer,1993,2322
858,Custer,1994,2414
859,Custer,1995,2621
860,Custer,1996,2850
861,Custer,1997,3060
862,Custer,1998,3174
863,Custer,1999,3357
864,Custer,2000,3518
865,Custer,2001,3728
866,Custer,2002,3781
867,Custer,2003,3936
868,Custer,2004,3984
869,Custer,2005,4045
870,Custer,2006,4023
871,Custer,2007,4124
872,Custer,2008,4119
873,Custer,2009,4165
874,Custer,2010,4272
875,Custer,2011,4220
876,Custer,2012,4218
877,Custer,2013,4260
878,Custer,2014,4338
879,Custer,2015,4432
880,Custer,2016,4572
881,Custer,2017,4851
882,Custer,2018,4921
883,Custer,2019,5059
884,Custer,2020,5060
885,Custer,2021,5056
886,Custer,2022,5029
887,Custer,2023,5008
888,Custer,2024,4984
889,Custer,2025,4962
890,Custer,2026,4939
891,Custer,2027,4973
892,Custer,2028,4993
893,Custer,2029,5018
894,Custer,2030,5051
895,Custer,2031,5082
896,Custer,2032,5105
897,Custer,2033,5130
898,Custer,2034,5160
899,Custer,2035,5181
900,Custer,2036,5201
901,Custer,2037,5219
902,Custer,2038,5243
903,Custer,2039,5265
904,Custer,2040,5286
905,Custer,2041,5312
906,Custer,2042,5330
907,Custer,2043,5353
908,Custer,2044,5376
909,Custer,2045,5395
910,Custer,2046,5426
911,Custer,2047,5446
912,Custer,2048,5470
913,Custer,2049,5496
914,Custer,2050,5533
915,Delta,1990,20980
916,Delta,1991,21227
917,Delta,1992,21870
918,Delta,1993,23237
919,Delta,1994,24343
920,Delta,1995,25193
921,Delta,1996,25718
922,Delta,1997,26001
923,Delta,1998,26827
924,Delta,1999,27408
925,Delta,2000,27910
926,Delta,2001,28388
927,Delta,2002,28776
928,Delta,2003,29067
929,Delta,2004,29452
930,Delta,2005,29409
931,Delta,2006,29705
932,Delta,2007,29872
933,Delta,2008,30340
934,Delta,2009,30628
935,Delta,2010,30889
936,Delta,2011,30412
937,Delta,2012,30503
938,Delta,2013,30364
939,Delta,2014,29982
940,Delta,2015,29936
941,Delta,2016,30371
942,Delta,2017,30577
943,Delta,2018,30916
944,Delta,2019,31176
945,Delta,2020,31140
946,Delta,2021,31130
947,Delta,2022,31226
948,Delta,2023,31322
949,Delta,2024,31444
950,Delta,2025,31625
951,Delta,2026,31929
952,Delta,2027,32233
953,Delta,2028,32542
954,Delta,2029,32841
955,Delta,2030,33170
956,Delta,2031,33541
957,Delta,2032,33906
958,Delta,2033,34273
959,Delta,2034,34643
960,Delta,2035,35012
961,Delta,2036,35373
962,Delta,2037,35729
963,Delta,2038,36083
964,Delta,2039,36436
965,Delta,2040,36772
966,Delta,2041,37109
967,Delta,2042,37441
968,Delta,2043,37769
969,Delta,2044,38090
970,Delta,2045,38407
971,Delta,2046,38718
972,Delta,2047,39024
973,Delta,2048,39321
974,Delta,2049,39622
975,Delta,2050,39918
976,Denver,1990,467856
977,Denver,1991,475184
978,Denver,1992,488265
979,Denver,1993,501336
980,Denver,1994,504252
981,Denver,1995,507720
982,Denver,1996,518260
983,Denver,1997,527442
984,Denver,1998,533409
985,Denver,1999,545515
986,Denver,2000,556740
987,Denver,2001,563301
988,Denver,2002,559088
989,Denver,2003,560350
990,Denver,2004,560225
991,Denver,2005,559459
992,Denver,2006,562863
993,Denver,2007,570438
994,Denver,2008,581905
995,Denver,2009,595575
996,Denver,2010,604879
997,Denver,2011,622080
998,Denver,2012,636637
999,Denver,2013,650874
1000,Denver,2014,666073
1001,Denver,2015,684823
1002,Denver,2016,697749
1003,Denver,2017,706614
1004,Denver,2018,718178
1005,Denver,2019,729237
1006,Denver,2020,736598
1007,Denver,2021,744466
1008,Denver,2022,751238
1009,Denver,2023,758844
1010,Denver,2024,766048
1011,Denver,2025,773879
1012,Denver,2026,782756
1013,Denver,2027,792125
1014,Denver,2028,801344
1015,Denver,2029,810380
1016,Denver,2030,819214
1017,Denver,2031,827872
1018,Denver,2032,836053
1019,Denver,2033,843716
1020,Denver,2034,850894
1021,Denver,2035,857573
1022,Denver,2036,863757
1023,Denver,2037,869475
1024,Denver,2038,874732
1025,Denver,2039,879544
1026,Denver,2040,883414
1027,Denver,2041,886353
1028,Denver,2042,888072
1029,Denver,2043,888547
1030,Denver,2044,887786
1031,Denver,2045,886887
1032,Denver,2046,885876
1033,Denver,2047,884819
1034,Denver,2048,883731
1035,Denver,2049,882632
1036,Denver,2050,880451
1037,Dolores,1990,1504
1038,Dolores,1991,1432
1039,Dolores,1992,1401
1040,Dolores,1993,1426
1041,Dolores,1994,1500
1042,Dolores,1995,1557
1043,Dolores,1996,1645
1044,Dolores,1997,1674
1045,Dolores,1998,1764
1046,Dolores,1999,1810
1047,Dolores,2000,1847
1048,Dolores,2001,1861
1049,Dolores,2002,1880
1050,Dolores,2003,1876
1051,Dolores,2004,1870
1052,Dolores,2005,1886
